,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
775,94,37,72,146,60,9,133,50,18,135,161,262,128,69,2,7,192
776,97,38,75,188,68,6,171,37,20,129,199,450,137,74,2,6,197
777,96,45,101,201,66,9,192,34,22,143,218,552,195,73,3,19,189
778,106,53,98,154,47,4,237,28,26,164,263,838,222,82,4,17,185
779,111,50,103,199,60,11,211,31,24,156,223,663,188,68,9,9,190
780,96,39,64,111,48,8,134,52,18,141,160,258,139,80,7,20,183
781,109,47,96,206,64,9,198,33,23,150,219,586,191,70,4,13,190
782,88,42,64,151,62,8,130,51,18,142,150,253,161,63,3,2,203
783,87,44,98,211,70,10,189,35,22,141,214,535,178,71,2,21,187
784,107,54,96,201,62,12,218,31,24,170,221,694,217,71,2,21,187
785,87,37,52,116,54,6,115,58,17,126,135,196,144,74,11,22,186
786,85,43,66,123,56,6,148,46,19,145,166,319,171,85,6,11,179
787,107,55,103,213,68,11,219,30,25,172,221,709,216,70,10,7,187
788,93,37,70,126,52,9,127,53,18,137,156,238,119,71,2,13,191
789,115,52,100,203,62,10,217,31,24,165,229,697,214,72,14,4,188
790,90,39,85,160,59,7,163,41,20,131,189,396,158,71,7,13,186
791,85,43,66,120,54,5,148,46,19,145,168,320,174,87,8,2,179
792,86,43,68,150,64,9,138,48,18,143,161,285,174,69,6,0,192
793,100,51,104,163,52,10,206,32,23,164,217,631,193,69,5,21,188
794,98,46,88,191,63,6,192,34,22,147,215,563,174,73,2,26,194
795,87,41,76,165,67,7,148,45,19,140,171,327,152,72,7,13,188
796,83,40,53,114,53,6,132,53,18,140,142,247,157,86,8,7,176
797,85,38,63,130,55,7,122,55,17,130,137,219,144,64,20,8,195
798,111,53,108,211,61,11,207,32,23,167,217,636,216,64,21,2,196
799,103,56,100,185,59,11,216,31,24,173,219,684,219,75,15,11,186
800,92,39,76,180,71,6,152,43,19,131,179,350,143,72,6,14,195
801,88,41,80,147,62,8,146,45,19,144,169,318,161,71,4,16,188
802,84,38,60,128,56,5,132,50,18,130,148,261,141,75,8,4,185
803,89,44,80,191,66,6,162,40,20,143,189,396,180,66,13,11,194
804,93,47,84,205,71,7,176,36,21,152,190,476,201,70,7,19,198
805,104,52,101,206,62,10,198,33,23,161,207,587,204,64,2,5,195
806,81,43,68,148,64,7,150,45,19,144,175,330,171,80,1,2,182
807,88,45,82,155,56,8,154,43,19,149,180,357,170,69,3,0,188
808,103,51,105,174,56,11,210,32,24,163,222,650,222,73,8,9,187
809,83,46,68,139,59,6,150,44,19,146,172,336,183,74,5,3,185
810,79,38,55,120,55,5,142,48,19,128,153,295,145,81,4,2,180
811,97,55,103,197,63,11,215,31,24,172,219,677,219,75,5,24,185
812,83,39,69,127,54,5,135,49,18,131,155,274,162,69,16,6,187
813,98,38,72,192,69,5,166,38,20,131,189,427,138,70,1,3,200
814,90,48,77,132,56,10,157,44,20,164,169,354,187,78,1,3,182
815,85,43,66,123,55,7,150,45,19,146,172,326,173,83,4,15,180
816,81,45,68,154,69,22,151,45,19,147,186,335,186,88,1,10,180
817,90,48,85,157,64,11,161,43,20,167,175,375,186,74,3,16,185
818,104,53,108,204,64,11,220,31,25,172,226,707,203,71,14,30,189
819,95,43,96,202,65,10,189,35,22,143,217,534,166,71,6,27,190
820,93,42,98,192,63,9,185,36,22,138,206,508,173,70,10,21,189
821,87,38,71,123,53,8,137,49,18,127,158,277,145,75,0,9,181
822,104,56,96,231,74,11,220,30,25,172,223,713,218,73,6,16,186
823,95,41,82,170,65,9,145,46,19,145,163,314,140,64,4,8,199
824,105,54,105,213,67,10,200,33,23,163,214,597,214,68,10,20,190
825,106,55,96,196,60,12,221,30,25,173,225,717,214,72,9,13,186
826,86,39,84,149,57,8,156,43,20,133,185,358,157,74,0,23,183
827,95,49,92,193,62,10,178,37,21,154,200,478,171,64,2,0,198
828,99,57,100,177,54,13,224,30,25,188,223,726,213,72,4,7,185
829,89,42,66,125,53,7,131,51,18,144,162,254,162,73,10,17,188
830,95,49,82,139,56,11,159,43,20,162,173,365,185,75,7,10,182
831,97,37,70,173,66,7,151,43,19,129,167,346,119,65,0,16,201
832,100,47,70,185,70,7,162,40,20,153,179,406,172,68,9,6,200
833,108,49,109,204,61,11,212,31,24,159,229,665,215,71,16,11,190
834,92,46,83,154,56,6,160,41,20,148,185,382,184,71,10,5,186
835,82,36,51,114,53,4,135,50,18,126,150,268,144,86,15,4,181
836,111,58,105,183,51,6,265,26,29,174,285,1018,255,85,4,8,181
837,87,45,66,139,58,8,140,47,18,148,168,294,175,73,3,12,188
838,94,46,77,169,60,8,158,42,20,148,181,373,181,67,12,2,193
839,95,43,76,142,57,10,151,44,19,149,173,339,159,71,2,23,187
840,90,44,72,157,64,8,137,48,18,144,159,283,171,65,9,4,196
841,93,34,66,140,56,7,130,51,18,120,151,251,114,62,5,29,201
842,93,39,87,183,64,8,169,40,20,134,200,422,149,72,7,25,188
843,89,46,84,163,66,11,159,43,20,159,173,368,176,72,1,20,186
844,106,54,101,222,67,12,222,30,25,173,228,721,200,70,3,4,187
845,86,36,78,146,58,7,135,50,18,124,155,270,148,66,0,25,190
